Code,CPT/HCPCS,Description,Revenue Code,Unit Price,Cash Price,Min Allowable,Max Allowable
63600001,J1165,Phenytoin Sodium Inj 50 MG/ML,0636,$125.00,$62.50,$68.88,$112.50
63600001,J1165,Phenytoin Sodium Inj 50 MG/ML,0636,$125.00,$62.50,$68.88,$112.50
63600001,J1165,Phenytoin Sodium Inj 50 MG/ML,0636,$125.00,$62.50,$68.88,$112.50
25000001,,Phenytoin Susp 125 MG/5ML,0250,$15.46,$7.73,$8.52,$13.91
25000001,,Phenytoin Susp 125 MG/5ML,0250,$38.50,$19.25,$21.21,$34.65
25000001,,Phenytoin Susp 125 MG/5ML,0250,$119.23,$59.62,$65.70,$107.31
25000001,,Phenytoin Susp 125 MG/5ML,0250,$363.60,$181.80,$200.34,$327.24
63600001,J3430,Phytonadione Inj 1 MG/0.5ML (2 MG/ML),0636,$125.00,$62.50,$68.88,$112.50
63600001,J3430,Phytonadione Inj 1 MG/0.5ML (2 MG/ML),0636,$125.00,$62.50,$68.88,$112.50
63600001,J3430,Phytonadione Inj 1 MG/0.5ML (2 MG/ML),0636,$125.00,$62.50,$68.88,$112.50
63600001,J3430,Phytonadione Inj 10 MG/ML,0636,$125.00,$62.50,$68.88,$112.50
63600001,J3430,Phytonadione Inj 10 MG/ML,0636,$469.01,$234.51,$258.42,$422.11
63600001,J3430,Phytonadione Inj 10 MG/ML,0636,$485.01,$242.51,$267.24,$436.51
63700002,A9270,Phytonadione Tab 5 MG,0637,$301.08,$150.54,$165.90,$270.97
63700002,A9270,Pilocarpine HCl Ophth Soln 1%,0637,$491.76,$245.88,$270.96,$442.58
63700002,A9270,Pilocarpine HCl Ophth Soln 1%,0637,$567.90,$283.95,$312.91,$511.11
63700002,A9270,Pilocarpine HCl Ophth Soln 1%,0637,$955.98,$477.99,$526.74,$860.38
63700002,A9270,Pilocarpine HCl Ophth Soln 1%,0637,"$1,031.76",$515.88,$568.50,$928.58
63700002,A9270,Pilocarpine HCl Ophth Soln 2%,0637,$453.78,$226.89,$250.03,$408.40
63700002,A9270,Pilocarpine HCl Ophth Soln 2%,0637,$479.70,$239.85,$264.31,$431.73
63700002,A9270,Pilocarpine HCl Ophth Soln 2%,0637,$978.84,$489.42,$539.34,$880.96
63700002,A9270,Pilocarpine HCl Ophth Soln 4%,0637,$517.50,$258.75,$285.14,$465.75
63700002,A9270,Pilocarpine HCl Ophth Soln 4%,0637,"$1,028.34",$514.17,$566.62,$925.51
63700002,A9270,Pilocarpine HCl Ophth Soln 4%,0637,"$1,051.74",$525.87,$579.51,$946.57
63700002,A9270,Pilocarpine HCl Tab 5 MG,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Pilocarpine HCl Tab 5 MG,0637,$10.99,$5.50,$6.06,$9.89
63700002,A9270,Pimecrolimus Cream 1%,0637,"$1,614.24",$807.12,$889.45,"$1,452.82"
63700002,A9270,Pimecrolimus Cream 1%,0637,"$2,925.00","$1,462.50","$1,611.68","$2,632.50"
63700002,A9270,Pimecrolimus Cream 1%,0637,"$3,330.00","$1,665.00","$1,834.83","$2,997.00"
63700002,A9270,Pindolol Tab 5 MG,0637,$9.53,$4.77,$5.25,$8.58
63700002,A9270,Pindolol Tab 5 MG,0637,$10.58,$5.29,$5.83,$9.52
63700002,A9270,Pindolol Tab 5 MG,0637,$11.15,$5.58,$6.14,$10.04
63700002,A9270,Pioglitazone HCl Tab 15 MG (Base Equiv),0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Pioglitazone HCl Tab 15 MG (Base Equiv),0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Pioglitazone HCl Tab 15 MG (Base Equiv),0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Pioglitazone HCl Tab 15 MG (Base Equiv),0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Pioglitazone HCl Tab 45 MG (Base Equiv),0637,$6.00,$3.00,$3.31,$5.40
63600001,J2543,Piperacillin Sod-Tazobactam Na For Inj 3.375 GM (3-0.375 GM),0636,$125.00,$62.50,$68.88,$112.50
63600001,J2543,Piperacillin Sod-Tazobactam Na For Inj 3.375 GM (3-0.375 GM),0636,$125.00,$62.50,$68.88,$112.50
63600001,J2543,Piperacillin Sod-Tazobactam Na For Inj 3.375 GM (3-0.375 GM),0636,$125.00,$62.50,$68.88,$112.50
63600001,J2543,Piperacillin Sod-Tazobactam Na For Inj 3.375 GM (3-0.375 GM),0636,$125.00,$62.50,$68.88,$112.50
63600001,J2543,Piperacillin Sod-Tazobactam Sod For Inj 2.25 GM (2-0.25 GM),0636,$125.00,$62.50,$68.88,$112.50
63600001,J2543,Piperacillin Sod-Tazobactam Sod For Inj 2.25 GM (2-0.25 GM),0636,$125.00,$62.50,$68.88,$112.50
63600001,J2543,Piperacillin Sod-Tazobactam Sod For Inj 2.25 GM (2-0.25 GM),0636,$125.00,$62.50,$68.88,$112.50
63600001,J2543,Piperacillin Sod-Tazobactam Sod For Inj 2.25 GM (2-0.25 GM),0636,$125.00,$62.50,$68.88,$112.50
63600001,J2543,Piperacillin Sod-Tazobactam Sod For Inj 2.25 GM (2-0.25 GM),0636,$125.00,$62.50,$68.88,$112.50
63600001,J2543,Piperacillin Sod-Tazobactam Sod For Inj 2.25 GM (2-0.25 GM),0636,$125.00,$62.50,$68.88,$112.50
63600001,J2543,Piperacillin Sod-Tazobactam Sod For Inj 2.25 GM (2-0.25 GM),0636,$125.00,$62.50,$68.88,$112.50
63600001,J2543,Piperacillin Sod-Tazobactam Sod For Inj 4.5 GM (4-0.5 GM),0636,$125.00,$62.50,$68.88,$112.50
63600001,J2543,Piperacillin Sod-Tazobactam Sod For Inj 4.5 GM (4-0.5 GM),0636,$125.00,$62.50,$68.88,$112.50
63600001,J2543,Piperacillin Sod-Tazobactam Sod For Inj 4.5 GM (4-0.5 GM),0636,$125.00,$62.50,$68.88,$112.50
63600001,J2543,Piperacillin Sod-Tazobactam Sod For Inj 4.5 GM (4-0.5 GM),0636,$139.37,$69.69,$76.79,$125.43
63600001,J2543,Piperacillin Sod-Tazobactam Sod For Inj 4.5 GM (4-0.5 GM),0636,$149.60,$74.80,$82.43,$134.64
63600001,J2543,Piperacillin Sod-Tazobactam Sod in Dex IV Sol 3-0.375GM/50ML,0636,$350.00,$175.00,$192.85,$315.00
63600001,J2543,Piperacillin Sod-Tazobactam Sod in Dex IV Sol 3-0.375GM/50ML,0636,$350.00,$175.00,$192.85,$315.00
63600001,J2543,Piperacillin Sod-Tazobactam Sod in Dex IV Soln 2-0.25GM/50ML,0636,$350.00,$175.00,$192.85,$315.00
63600001,J2543,Piperacillin Sod-Tazobactam Sod in Dex IV Soln 2-0.25GM/50ML,0636,$350.00,$175.00,$192.85,$315.00
63600001,J2543,Piperacillin Sod-Tazobactam Sod in Dex IV Soln 4-0.5GM/100ML,0636,$350.00,$175.00,$192.85,$315.00
63700002,A9270,Piroxicam Cap 20 MG,0637,$6.52,$3.26,$3.59,$5.87
63700002,A9270,Piroxicam Cap 20 MG,0637,$8.20,$4.10,$4.52,$7.38
63700002,A9270,Pitavastatin Calcium Tab 1 MG,0637,$88.01,$44.01,$48.49,$79.21
63700002,A9270,Pitavastatin Calcium Tab 2 MG,0637,$57.27,$28.64,$31.56,$51.54
63700002,A9270,Pitavastatin Calcium Tab 4 MG,0637,$44.00,$22.00,$24.24,$39.60
25000001,,Pivot 1.5 Cal Tube Feeding Liqd,0250,$35.00,$17.50,$19.29,$31.50
25000001,,Pivot 1.5 Cal Tube Feeding Liqd,0250,$360.00,$180.00,$198.36,$324.00
25000001,,Plasma Protein Fraction Inj 5%,0250,$270.00,$135.00,$148.77,$243.00
25000001,,Plasma Protein Fraction Inj 5%,0250,$384.00,$192.00,$211.58,$345.60
63600004,90670,Pneumococcal 13-Valent Conjugate Vaccine Inj,0636,$624.17,$312.09,$343.92,$561.75
63600004,90670,Pneumococcal 13-Valent Conjugate Vaccine Inj,0636,$624.17,$312.09,$343.92,$561.75
63600004,90677,Pneumococcal 20-Valent Conjugate Vaccine Sus Pref Syr 0.5 ML,0636,$686.38,$343.19,$378.20,$617.74
63600004,90677,Pneumococcal 20-Valent Conjugate Vaccine Sus Pref Syr 0.5 ML,0636,$686.38,$343.19,$378.20,$617.74
63600004,90732,Pneumococcal Vaccine Polyvalent Inj 25 MCG/0.5ML,0636,$867.10,$433.55,$477.77,$780.39
63600004,90732,Pneumococcal Vaccine Polyvalent Inj 25 MCG/0.5ML,0636,$867.10,$433.55,$477.77,$780.39
63600004,90732,Pneumococcal Vaccine Polyvalent Inj 25 MCG/0.5ML,0636,$994.15,$497.08,$547.78,$894.74
63600001,90713,"Poliovirus Vaccine, IPV Injection",0636,$86.32,$43.16,$47.56,$77.69
63600001,90713,"Poliovirus Vaccine, IPV Injection",0636,$97.65,$48.83,$53.81,$87.89
63600001,90713,"Poliovirus Vaccine, IPV Injection",0636,$102.45,$51.23,$56.45,$92.21
63700002,A9270,Poloxamer Gel 20%,0637,$187.31,$93.66,$103.21,$168.58
63700002,A9270,Polyethylene Glycol 3350 Oral Packet 17 GM,0637,$1.29,$0.65,$0.71,$1.16
63700002,A9270,Polyethylene Glycol 3350 Oral Packet 17 GM,0637,$1.40,$0.70,$0.77,$1.26
63700002,A9270,Polyethylene Glycol 3350 Oral Packet 17 GM,0637,$1.46,$0.73,$0.80,$1.31
63700002,A9270,Polyethylene Glycol 3350 Oral Packet 17 GM,0637,$1.46,$0.73,$0.80,$1.31
63700002,A9270,Polyethylene Glycol 3350 Oral Packet 17 GM,0637,$2.17,$1.09,$1.20,$1.95
63700002,A9270,Polyethylene Glycol 3350 Oral Packet 17 GM,0637,$2.19,$1.10,$1.21,$1.97
63700002,A9270,Polyethylene Glycol 3350 Oral Packet 17 GM,0637,$2.26,$1.13,$1.25,$2.03
63700002,A9270,Polyethylene Glycol 3350 Oral Powder 17 GM/SCOOP,0637,$6.43,$3.22,$3.54,$5.79
63700002,A9270,Polyethylene Glycol 3350 Oral Powder 17 GM/SCOOP,0637,$6.43,$3.22,$3.54,$5.79
63700002,A9270,Polyethylene Glycol 3350 Oral Powder 17 GM/SCOOP,0637,$8.21,$4.11,$4.52,$7.39
63700002,A9270,Polymyxin B-Trimethoprim Ophth Soln 10000 Unit/ML-0.1%,0637,$43.68,$21.84,$24.07,$39.31
63700002,A9270,Polymyxin B-Trimethoprim Ophth Soln 10000 Unit/ML-0.1%,0637,$45.24,$22.62,$24.93,$40.72
63700002,A9270,Polymyxin B-Trimethoprim Ophth Soln 10000 Unit/ML-0.1%,0637,$52.08,$26.04,$28.70,$46.87
63700002,A9270,Polymyxin B-Trimethoprim Ophth Soln 10000 Unit/ML-0.1%,0637,$121.80,$60.90,$67.11,$109.62
63700002,A9270,Polysaccharide Iron Complex Cap 150 MG (Iron Equivalent),0637,$1.00,$0.50,$0.55,$0.90
63700002,A9270,Polysaccharide Iron Complex Cap 150 MG (Iron Equivalent),0637,$1.00,$0.50,$0.55,$0.90
63700002,A9270,Polysaccharide Iron Complex Cap 150 MG (Iron Equivalent),0637,$1.00,$0.50,$0.55,$0.90
63700002,A9270,Polysaccharide Iron Complex Cap 150 MG (Iron Equivalent),0637,$1.00,$0.50,$0.55,$0.90
63700002,A9270,Polyvinyl Alcohol-Povidone (PF) Ophth Soln 1.4-0.6%,0637,$1.00,$0.50,$0.55,$0.90
63600001,J3490,Posaconazole IV Soln 300 MG/16.7ML (18 MG/ML),0636,"$5,414.92","$2,707.46","$2,983.62","$4,873.43"
63700002,A9270,Posaconazole Susp 40 MG/ML,0637,"$14,696.22","$7,348.11","$8,097.62","$13,226.60"
25800001,,Posaconazole Tab Delayed Release 100 MG,0258,$216.52,$108.26,$119.30,$194.87
63700002,A9270,Potassium & Sodium Phosphates Powder Pack 280-160-250 MG,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Potassium & Sodium Phosphates Powder Pack 280-160-250 MG,0637,$6.00,$3.00,$3.31,$5.40
25000001,,Potassium Acetate Inj 2 mEq/ML,0250,$125.00,$62.50,$68.88,$112.50
25000001,,Potassium Acetate Inj 2 mEq/ML,0250,$125.00,$62.50,$68.88,$112.50
25000001,,Potassium Acetate Inj 2 mEq/ML,0250,$125.00,$62.50,$68.88,$112.50
63700002,A9270,Potassium Bicarbonate-Citric Acid Effer Tab 20 mEq,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Potassium Bicarbonate-Citric Acid Effer Tab 20 mEq,0637,$6.00,$3.00,$3.31,$5.40
63600001,J3480,Potassium Chloride Inj 10 mEq/100ML,0636,$350.00,$175.00,$192.85,$315.00
63600001,J3480,Potassium Chloride Inj 10 mEq/100ML,0636,$350.00,$175.00,$192.85,$315.00
63600001,J3480,Potassium Chloride Inj 10 mEq/100ML,0636,$350.00,$175.00,$192.85,$315.00
63600001,J3480,Potassium Chloride Inj 2 mEq/ML,0636,$125.00,$62.50,$68.88,$112.50
63600001,J3480,Potassium Chloride Inj 2 mEq/ML,0636,$125.00,$62.50,$68.88,$112.50
63600001,J3480,Potassium Chloride Inj 2 mEq/ML,0636,$125.00,$62.50,$68.88,$112.50
63600001,J3480,Potassium Chloride Inj 2 mEq/ML,0636,$125.00,$62.50,$68.88,$112.50
63600001,J3480,Potassium Chloride Inj 2 mEq/ML,0636,$125.00,$62.50,$68.88,$112.50
63600001,J3480,Potassium Chloride Inj 2 mEq/ML,0636,$125.00,$62.50,$68.88,$112.50
63600001,J3480,Potassium Chloride Inj 2 mEq/ML,0636,$125.00,$62.50,$68.88,$112.50
63600001,J3480,Potassium Chloride Inj 2 mEq/ML,0636,$125.00,$62.50,$68.88,$112.50
63600001,J3480,Potassium Chloride Inj 20 mEq/100ML,0636,$350.00,$175.00,$192.85,$315.00
63700002,A9270,Potassium Chloride Microencapsulated Crys ER Tab 10 mEq,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Potassium Chloride Microencapsulated Crys ER Tab 10 mEq,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Potassium Chloride Microencapsulated Crys ER Tab 10 mEq,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Potassium Chloride Microencapsulated Crys ER Tab 10 mEq,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Potassium Chloride Microencapsulated Crys ER Tab 10 mEq,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Potassium Chloride Microencapsulated Crys ER Tab 10 mEq,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Potassium Chloride Microencapsulated Crys ER Tab 10 mEq,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Potassium Chloride Microencapsulated Crys ER Tab 20 mEq,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Potassium Chloride Microencapsulated Crys ER Tab 20 mEq,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Potassium Chloride Microencapsulated Crys ER Tab 20 mEq,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Potassium Chloride Microencapsulated Crys ER Tab 20 mEq,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Potassium Chloride Microencapsulated Crys ER Tab 20 mEq,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Potassium Chloride Microencapsulated Crys ER Tab 20 mEq,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Potassium Chloride Microencapsulated Crys ER Tab 20 mEq,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Potassium Chloride Microencapsulated Crys ER Tab 20 mEq,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Potassium Chloride Microencapsulated Crys ER Tab 20 mEq,0637,$6.26,$3.13,$3.45,$5.63
63700002,A9270,Potassium Chloride Microencapsulated Crys ER Tab 20 mEq,0637,$8.44,$4.22,$4.65,$7.60
63700002,A9270,Potassium Chloride Powder Packet 20 mEq,0637,$11.92,$5.96,$6.57,$10.73
63700002,A9270,Potassium Chloride Powder Packet 20 mEq,0637,$16.44,$8.22,$9.06,$14.80
63700002,A9270,Potassium Chloride Powder Packet 20 mEq,0637,$17.68,$8.84,$9.74,$15.91
63700002,A9270,Potassium Chloride Powder Packet 20 mEq,0637,$44.57,$22.29,$24.56,$40.11
63700002,A9270,Potassium Chloride Powder Packet 20 mEq,0637,$58.20,$29.10,$32.07,$52.38
63700002,A9270,Potassium Chloride Powder Packet 20 mEq,0637,$73.45,$36.73,$40.47,$66.11
63700002,A9270,Potassium Chloride Powder Packet 20 mEq,0637,$77.65,$38.83,$42.79,$69.89
63700002,A9270,Potassium Chloride Powder Packet 20 mEq,0637,$86.33,$43.17,$47.57,$77.70
63700002,A9270,Potassium Chloride Powder Packet 20 mEq,0637,$86.33,$43.17,$47.57,$77.70
63700002,A9270,Potassium Chloride Powder Packet 20 mEq,0637,$91.08,$45.54,$50.19,$81.97
63700002,A9270,Potassium Citrate & Citric Acid Soln 1100-334 MG/5ML,0637,$8.64,$4.32,$4.76,$7.78
63700002,A9270,Potassium Citrate & Citric Acid Soln 1100-334 MG/5ML,0637,$69.12,$34.56,$38.09,$62.21
63700002,A9270,Potassium Citrate & Citric Acid Soln 1100-334 MG/5ML,0637,$82.08,$41.04,$45.23,$73.87
63700002,A9270,Potassium Citrate Tab ER 10 MEQ (1080 MG),0637,$6.34,$3.17,$3.49,$5.71
63700002,A9270,Potassium Citrate Tab ER 10 MEQ (1080 MG),0637,$7.76,$3.88,$4.28,$6.98
63700002,A9270,Potassium Citrate Tab ER 10 MEQ (1080 MG),0637,$21.44,$10.72,$11.81,$19.30
63700002,A9270,Potassium Hydroxide Solution 20%,0637,$138.00,$69.00,$76.04,$124.20
63700002,A9270,Potassium Iodide Oral Soln 1 GM/ML,0637,$120.96,$60.48,$66.65,$108.86
63700002,A9270,Potassium Iodide Oral Soln 1 GM/ML,0637,"$3,991.68","$1,995.84","$2,199.42","$3,592.51"
25000001,,Potassium Phosphates Inj 150 mM/50ML (Phos) 220 mEq/50ML (K),0250,$419.40,$209.70,$231.09,$377.46
63600001,J3490,Potassium Phosphates Inj 45 mM/15ML (Phos) 66 mEq/15ML (K),0636,$154.08,$77.04,$84.90,$138.67
63600001,J3490,Potassium Phosphates Inj 45 mM/15ML (Phos) 66 mEq/15ML (K),0636,$154.26,$77.13,$85.00,$138.83
63600001,J3490,Potassium Phosphates Inj 45 mM/15ML (Phos) 66 mEq/15ML (K),0636,$226.26,$113.13,$124.67,$203.63
63700002,A9270,Potassium Tab 99 MG,0637,$1.00,$0.50,$0.55,$0.90
63700002,A9270,Povidone-Iodine Oint 10%,0637,$1.00,$0.50,$0.55,$0.90
63700002,A9270,Povidone-Iodine Oint 10%,0637,$1.00,$0.50,$0.55,$0.90
63700002,A9270,Povidone-Iodine Oint 10%,0637,$1.62,$0.81,$0.89,$1.46
63700002,A9270,Povidone-Iodine Oint 10%,0637,$1.75,$0.88,$0.96,$1.58
63700002,A9270,Povidone-Iodine Oint 10%,0637,$2.00,$1.00,$1.10,$1.80
63700002,A9270,Povidone-Iodine Soln 10%,0637,$8.50,$4.25,$4.68,$7.65
63700002,A9270,Povidone-Iodine Soln 10%,0637,$12.74,$6.37,$7.02,$11.47
63700002,A9270,Povidone-Iodine Soln 10%,0637,$14.85,$7.43,$8.18,$13.37
63700002,A9270,Povidone-Iodine Soln 10%,0637,$16.99,$8.50,$9.36,$15.29
63700002,A9270,Povidone-Iodine Soln 10%,0637,$16.99,$8.50,$9.36,$15.29
63700002,A9270,Povidone-Iodine Soln 10%,0637,$45.41,$22.71,$25.02,$40.87
25000001,,Povidone-Iodine Soln 7.5%,0250,$1.00,$0.50,$0.55,$0.90
25000001,,Povidone-Iodine Soln 7.5%,0250,$3.01,$1.51,$1.66,$2.71
25000001,,Povidone-Iodine Soln 7.5%,0250,$4.25,$2.13,$2.34,$3.83
25000001,,Povidone-Iodine Soln 7.5%,0250,$45.36,$22.68,$24.99,$40.82
25000001,,Povidone-Iodine Swabs 10%,0250,$1.00,$0.50,$0.55,$0.90
25000001,,Povidone-Iodine Swabs 10%,0250,$1.00,$0.50,$0.55,$0.90
25000001,,Povidone-Iodine Swabs 10%,0250,$1.00,$0.50,$0.55,$0.90
63600001,J9307,Pralatrexate IV Inj 20 MG/ML,0636,"$24,117.87","$12,058.94","$13,288.95","$21,706.08"
25000001,,Pralidoxime Chloride For IV Soln 1 GM,0250,$221.32,$110.66,$121.95,$199.19
25000001,,Pralidoxime Chloride For IV Soln 1 GM,0250,$222.12,$111.06,$122.39,$199.91
63700002,A9270,Pramipexole Dihydrochloride Tab 0.125 MG,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Pramipexole Dihydrochloride Tab 0.125 MG,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Pramipexole Dihydrochloride Tab 0.125 MG,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Pramipexole Dihydrochloride Tab 0.125 MG,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Pramipexole Dihydrochloride Tab 1 MG,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Pramipexole Dihydrochloride Tab 1 MG,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Pramipexole Dihydrochloride Tab 1 MG,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Pramipexole Dihydrochloride Tab 1 MG,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Pramipexole Dihydrochloride Tab 1 MG,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Pramipexole Dihydrochloride Tab 1 MG,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Pramlintide Acetate Pen-inj 1500 MCG/1.5ML (1000 MCG/ML),0637,"$2,438.06","$1,219.03","$1,343.37","$2,194.25"
63700002,A9270,Pramlintide Acetate Pen-inj 1500 MCG/1.5ML (1000 MCG/ML),0637,"$5,506.00","$2,753.00","$3,033.81","$4,955.40"
63700002,A9270,Pramoxine-Calamine Lotion 1-3%,0637,$6.20,$3.10,$3.42,$5.58
63700002,A9270,Prasugrel HCl Tab 10 MG (Base Equiv),0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Prasugrel HCl Tab 10 MG (Base Equiv),0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Prasugrel HCl Tab 10 MG (Base Equiv),0637,$7.80,$3.90,$4.30,$7.02
63700002,A9270,Prasugrel HCl Tab 10 MG (Base Equiv),0637,$71.32,$35.66,$39.30,$64.19
63700002,A9270,Prasugrel HCl Tab 10 MG (Base Equiv),0637,$76.56,$38.28,$42.18,$68.90
63700002,A9270,Pravastatin Sodium Tab 10 MG,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Pravastatin Sodium Tab 10 MG,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Pravastatin Sodium Tab 10 MG,0637,$8.03,$4.02,$4.42,$7.23
63700002,A9270,Pravastatin Sodium Tab 10 MG,0637,$38.58,$19.29,$21.26,$34.72
63700002,A9270,Pravastatin Sodium Tab 20 MG,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Pravastatin Sodium Tab 20 MG,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Pravastatin Sodium Tab 20 MG,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Pravastatin Sodium Tab 20 MG,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Pravastatin Sodium Tab 20 MG,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Pravastatin Sodium Tab 20 MG,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Pravastatin Sodium Tab 20 MG,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Pravastatin Sodium Tab 20 MG,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Prazosin HCl Cap 1 MG,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Prazosin HCl Cap 1 MG,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Prazosin HCl Cap 1 MG,0637,$6.00,$3.00,$3.31,$5.40
63700002,A9270,Prazosin HCl Cap 1 MG,0637,$16.73,$8.37,$9.22,$15.06
63700002,A9270,Prazosin HCl Cap 2 MG,0637,$9.82,$4.91,$5.41,$8.84
63700002,A9270,Prazosin HCl Cap 2 MG,0637,$10.63,$5.32,$5.86,$9.57
63700002,A9270,Prazosin HCl Cap 5 MG,0637,$7.96,$3.98,$4.39,$7.16
63700002,A9270,Prednisolone Acetate Ophth Susp 0.12%,0637,"$1,637.57",$818.79,$902.30,"$1,473.81"
63700002,A9270,Prednisolone Acetate Ophth Susp 1%,0637,$276.72,$138.36,$152.47,$249.05
63700002,A9270,Prednisolone Acetate Ophth Susp 1%,0637,$388.68,$194.34,$214.16,$349.81
63700002,A9270,Prednisolone Powder,0637,"$3,297.60","$1,648.80","$1,816.98","$2,967.84"
63700002,A9270,Prednisolone Sod Phos Orally Disintegr Tab 10 MG (Base Eq),0637,$99.35,$49.68,$54.74,$89.42
63700002,A9270,Prednisolone Sod Phos Orally Disintegr Tab 10 MG (Base Eq),0637,$101.27,$50.64,$55.80,$91.14
63700002,A9270,Prednisolone Sod Phos Orally Disintegr Tab 10 MG (Base Eq),0637,$136.63,$68.32,$75.28,$122.97
63700002,A9270,Prednisolone Sod Phos Orally Disintegr Tab 15 MG (Base Eq),0637,$118.88,$59.44,$65.50,$106.99
63700002,A9270,Prednisolone Sod Phos Orally Disintegr Tab 15 MG (Base Eq),0637,$151.81,$75.91,$83.65,$136.63
63700002,A9270,Prednisolone Sod Phos Orally Disintegr Tab 15 MG (Base Eq),0637,$160.77,$80.39,$88.58,$144.69
25000001,,Prednisolone Sod Phosph Oral Soln 6.7 MG/5ML (5 MG/5ML Base),0250,$85.14,$42.57,$46.91,$76.63
25000001,,Prednisolone Sod Phosph Oral Soln 6.7 MG/5ML (5 MG/5ML Base),0250,$681.12,$340.56,$375.30,$613.01
25000001,,Prednisolone Sod Phosphate Oral Soln 15 MG/5ML (Base Equiv),0250,$15.84,$7.92,$8.73,$14.26
25000001,,Prednisolone Sod Phosphate Oral Soln 15 MG/5ML (Base Equiv),0250,$15.84,$7.92,$8.73,$14.26
25000001,,Prednisolone Sod Phosphate Oral Soln 15 MG/5ML (Base Equiv),0250,$164.16,$82.08,$90.45,$147.74
25000001,J7510,Prednisolone Sod Phosphate Oral Soln 15 MG/5ML (Base Equiv),0250,$167.04,$83.52,$92.04,$150.34
25000001,,Prednisolone Sod Phosphate Oral Soln 15 MG/5ML (Base Equiv),0250,$375.41,$187.71,$206.85,$337.87
63600001,J7512,Prednisone Oral Soln 5 MG/5ML,0636,$65.40,$32.70,$36.04,$58.86
63600001,J7512,Prednisone Oral Soln 5 MG/5ML,0636,$751.68,$375.84,$414.18,$676.51
63600001,J7512,Prednisone Oral Soln 5 MG/5ML,0636,"$3,531.60","$1,765.80","$1,945.91","$3,178.44"
63600001,J7512,Prednisone Tab 1 MG,0636,$6.00,$3.00,$3.31,$5.40
63600001,J7512,Prednisone Tab 1 MG,0636,$6.00,$3.00,$3.31,$5.40
63600001,J7512,Prednisone Tab 1 MG,0636,$6.00,$3.00,$3.31,$5.40
63600001,J7512,Prednisone Tab 10 MG,0636,$6.00,$3.00,$3.31,$5.40
63600001,J7512,Prednisone Tab 10 MG,0636,$6.00,$3.00,$3.31,$5.40
63600001,J7512,Prednisone Tab 10 MG,0636,$6.00,$3.00,$3.31,$5.40
63600001,J7512,Prednisone Tab 10 MG,0636,$6.00,$3.00,$3.31,$5.40
63600001,J7512,Prednisone Tab 10 MG,0636,$6.00,$3.00,$3.31,$5.40
63600001,J7512,Prednisone Tab 20 MG,0636,$6.00,$3.00,$3.31,$5.40
