Charge Code/Package,Gross Charges,Charge Description,Patient Type,Rev Code,Discounted Cash Price,De-Identified Minimum,De-Identified Maximum
Rx16729031701_00000_100094_000,29.5,OXYBUTYNIN CHLORIDE ER 5 MG TABLETEXTENDED RELEASE,IP,250,19.18,10.32,29.5
Rx16729031701_00000_100094_000,29.5,OXYBUTYNIN CHLORIDE ER 5 MG TABLETEXTENDED RELEASE,OP,250,19.18,10.32,29.5
Rx16729033101_00000_100094_000,32.3,ACETAZOLAMIDE ER 500 MG CAPSULEEXTENDED RELEASE,IP,250,21,11.3,32.3
Rx16729033101_00000_100094_000,32.3,ACETAZOLAMIDE ER 500 MG CAPSULEEXTENDED RELEASE,OP,250,21,11.3,32.3
Rx16729037817_00000_100094_000,29.5,LISINOPRIL 20 MG TABLET,IP,250,19.18,10.32,29.5
Rx16729037817_00000_100094_000,29.5,LISINOPRIL 20 MG TABLET,OP,250,19.18,10.32,29.5
Rx16729041401_00000_100094_000,29.5,DOXAZOSIN 2 MG TABLET,IP,250,19.18,10.32,29.5
Rx16729041401_00000_100094_000,29.5,DOXAZOSIN 2 MG TABLET,OP,250,19.18,10.32,29.5
Rx16729041501_00000_100094_000,29.5,DOXAZOSIN 8 MG TABLET,IP,250,19.18,10.32,29.5
Rx16729041501_00000_100094_000,29.5,DOXAZOSIN 8 MG TABLET,OP,250,19.18,10.32,29.5
Rx16729043011_J0891_100094_000,1653.7,ARGATROBAN 1 MG/ML IN 09 PERCENT SODIUM CHLORIDE I,IP,636,1074.91,578.79,1653.7
Rx16729043011_J0891_100094_000,1653.7,ARGATROBAN 1 MG/ML IN 09 PERCENT SODIUM CHLORIDE I,OP,636,1074.91,0.99,1653.7
Rx16729043043_J0891_100094_000,1653.7,ARGATROBAN 1 MG/ML IN 09 PERCENT SODIUM CHLORIDE I,IP,636,1074.91,578.79,1653.7
Rx16729043043_J0891_100094_000,1653.7,ARGATROBAN 1 MG/ML IN 09 PERCENT SODIUM CHLORIDE I,OP,636,1074.91,0.99,1653.7
Rx16729043230_J3490_100094_000,159.5,DEXMEDETOMIDINE 100 MCG/ML INTRAVENOUS SOLUTION 2,IP,636,103.68,55.82,159.5
Rx16729043230_J3490_100094_000,159.5,DEXMEDETOMIDINE 100 MCG/ML INTRAVENOUS SOLUTION 2,OP,636,103.68,55.82,159.5
Rx16729043315_00000_100094_000,84.8,EZETIMIBE 10 MG TABLET,IP,250,55.12,29.68,84.8
Rx16729043315_00000_100094_000,84.8,EZETIMIBE 10 MG TABLET,OP,250,55.12,29.68,84.8
Rx16729044010_00000_100094_000,230,CINACALCET 30 MG TABLET,IP,250,149.5,80.5,230
Rx16729044010_00000_100094_000,230,CINACALCET 30 MG TABLET,OP,250,149.5,80.5,230
Rx16729044015_00000_100094_000,230,CINACALCET 30 MG TABLET,IP,250,149.5,80.5,230
Rx16729044015_00000_100094_000,230,CINACALCET 30 MG TABLET,OP,250,149.5,80.5,230
Rx16729045117_00000_100094_000,29.5,LEVOTHYROXINE 100 MCG TABLET,IP,250,19.18,10.32,29.5
Rx16729045117_00000_100094_000,29.5,LEVOTHYROXINE 100 MCG TABLET,OP,250,19.18,10.32,29.5
Rx16729045217_00000_100094_000,29.5,LEVOTHYROXINE 112 MCG TABLET,IP,250,19.18,10.32,29.5
Rx16729045217_00000_100094_000,29.5,LEVOTHYROXINE 112 MCG TABLET,OP,250,19.18,10.32,29.5
Rx16729047801_00000_100094_000,27.5,METHYLPHENIDATE 5 MG TABLET,IP,250,17.88,9.63,27.5
Rx16729047801_00000_100094_000,27.5,METHYLPHENIDATE 5 MG TABLET,OP,250,17.88,9.63,27.5
Rx16729048601_J8610_100094_000,30.1,METHOTREXATE SODIUM 25 MG TABLET,IP,250,19.57,10.54,30.1
Rx16729048601_J8610_100094_000,30.1,METHOTREXATE SODIUM 25 MG TABLET,OP,250,19.57,0.55,30.1
Rx16729049212_00000_100094_000,61.2,DOFETILIDE 500 MCG CAPSULE,IP,250,39.78,21.42,61.2
Rx16729049212_00000_100094_000,61.2,DOFETILIDE 500 MCG CAPSULE,OP,250,39.78,21.42,61.2
Rx16729050030_J1940_100094_000,42.8,FUROSEMIDE 10 MG/ML INJECTION SOLUTION 2 mL Vial,IP,636,27.82,14.98,42.8
Rx16729050030_J1940_100094_000,42.8,FUROSEMIDE 10 MG/ML INJECTION SOLUTION 2 mL Vial,OP,636,27.82,0.58,42.8
Rx16729050203_J1940_100094_000,42.8,DS FUROSEMIDE FASTR STUDY 500 MG/50 ML INFUSION SY,IP,636,27.82,14.98,42.8
Rx16729050203_J1940_100094_000,42.8,DS FUROSEMIDE FASTR STUDY 500 MG/50 ML INFUSION SY,OP,636,27.82,0.58,42.8
Rx16729050243_J1940_100094_000,42.8,DS FUROSEMIDE FASTR STUDY 500 MG/50 ML INFUSION SY,IP,636,27.82,14.98,42.8
Rx16729050243_J1940_100094_000,42.8,DS FUROSEMIDE FASTR STUDY 500 MG/50 ML INFUSION SY,OP,636,27.82,0.58,42.8
Rx16864068002_00000_100094_000,12.6,BENZOCAINEMENTHOL 20 PERCENT05 PERCENT TOPICAL AER,IP,250,8.19,4.41,12.6
Rx16864068002_00000_100094_000,12.6,BENZOCAINEMENTHOL 20 PERCENT05 PERCENT TOPICAL AER,OP,250,8.19,4.41,12.6
Rx16864068003_00000_100094_000,10.7,BENZOCAINEMENTHOL 20 PERCENT05 PERCENT TOPICAL AER,IP,250,6.96,3.74,10.7
Rx16864068003_00000_100094_000,10.7,BENZOCAINEMENTHOL 20 PERCENT05 PERCENT TOPICAL AER,OP,250,6.96,3.74,10.7
Rx17238090011_00000_100094_000,5.4,FLUORESCEIN 1 MG EYE STRIPS 100 each Box,IP,250,3.51,1.89,5.4
Rx17238090011_00000_100094_000,5.4,FLUORESCEIN 1 MG EYE STRIPS 100 each Box,OP,250,3.51,1.89,5.4
Rx17238090030_00000_100094_000,5.4,FLUORESCEIN 1 MG EYE STRIPS 300 each Box,IP,250,3.51,1.89,5.4
Rx17238090030_00000_100094_000,5.4,FLUORESCEIN 1 MG EYE STRIPS 300 each Box,OP,250,3.51,1.89,5.4
Rx17238090099_00000_100094_000,5.4,FLUORESCEIN 1 MG EYE STRIPS 1 each Packet,IP,250,3.51,1.89,5.4
Rx17238090099_00000_100094_000,5.4,FLUORESCEIN 1 MG EYE STRIPS 1 each Packet,OP,250,3.51,1.89,5.4
Rx17271072006_J7060_100094_000,187,DEXTROSE 5 PERCENT IN WATER D5W INTRAVENOUS SOLUTI,IP,258,121.55,65.45,187
Rx17271072006_J7060_100094_000,187,DEXTROSE 5 PERCENT IN WATER D5W INTRAVENOUS SOLUTI,OP,258,121.55,4.36,187
Rx17433987603_00000_100094_000,6.3,DOCUSATE SODIUM 283 MG/5 ML ENEMA 5 mL Tube,IP,250,4.1,2.2,6.3
Rx17433987603_00000_100094_000,6.3,DOCUSATE SODIUM 283 MG/5 ML ENEMA 5 mL Tube,OP,250,4.1,2.2,6.3
Rx17478005001_J3490_100094_000,42.8,SUFENTANIL CITRATE 50 MCG/ML INTRAVENOUS SOLUTION,IP,636,27.82,14.98,42.8
Rx17478005001_J3490_100094_000,42.8,SUFENTANIL CITRATE 50 MCG/ML INTRAVENOUS SOLUTION,OP,636,27.82,14.98,42.8
Rx17478005005_J3490_100094_000,133.7,SUFENTANIL CITRATE 50 MCG/ML INTRAVENOUS SOLUTION,IP,636,86.91,46.79,133.7
Rx17478005005_J3490_100094_000,133.7,SUFENTANIL CITRATE 50 MCG/ML INTRAVENOUS SOLUTION,OP,636,86.91,46.79,133.7
Rx17478006235_00000_100094_000,18.1,WHITE PETROLATUMMINERAL OIL 83 PERCENT15 PERCENT E,IP,250,11.77,6.33,18.1
Rx17478006235_00000_100094_000,18.1,WHITE PETROLATUMMINERAL OIL 83 PERCENT15 PERCENT E,OP,250,11.77,6.33,18.1
Rx17478006702_00000_100094_000,73.3,ALFENTANIL 500 MCG/ML INJECTION SOLUTION 2 mL AMPU,IP,636,47.65,25.65,73.3
Rx17478006702_00000_100094_000,73.3,ALFENTANIL 500 MCG/ML INJECTION SOLUTION 2 mL AMPU,OP,636,47.65,25.65,73.3
Rx17478006705_00000_100094_000,131.3,ALFENTANIL 500 MCG/ML INJECTION SOLUTION 5 mL AMPU,IP,636,85.35,45.95,131.3
Rx17478006705_00000_100094_000,131.3,ALFENTANIL 500 MCG/ML INJECTION SOLUTION 5 mL AMPU,OP,636,85.35,45.95,131.3
Rx17478008290_J2795_100094_000,305.6,ROPIVACAINE PF 2 MG/ML 02 PERCENT INJECTION SOLUTI,IP,636,198.64,106.96,305.6
Rx17478008290_J2795_100094_000,305.6,ROPIVACAINE PF 2 MG/ML 02 PERCENT INJECTION SOLUTI,OP,636,198.64,0.08,305.6
Rx17478010002_00000_100094_000,63.3,CYCLOPENTOLATE 1 PERCENT EYE DROPS 2 mL DROP BTL,IP,250,41.15,22.15,63.3
Rx17478010002_00000_100094_000,63.3,CYCLOPENTOLATE 1 PERCENT EYE DROPS 2 mL DROP BTL,OP,250,41.15,22.15,63.3
Rx17478010112_00000_100094_000,40.1,TROPICAMIDE 05 PERCENT EYE DROPS 15 mL DROP BTL,IP,250,26.07,14.04,40.1
Rx17478010112_00000_100094_000,40.1,TROPICAMIDE 05 PERCENT EYE DROPS 15 mL DROP BTL,OP,250,26.07,14.04,40.1
Rx17478010720_J1956_100094_000,311.4,LEVOFLOXACIN 25 MG/ML INTRAVENOUS SOLUTION 20 mL V,IP,636,202.41,108.99,311.4
Rx17478010720_J1956_100094_000,311.4,LEVOFLOXACIN 25 MG/ML INTRAVENOUS SOLUTION 20 mL V,OP,636,202.41,0.65,311.4
Rx17478020102_00000_100094_000,173.9,PHENYLEPHRINE 25 PERCENT EYE DROPS 2 mL DROP BTL,IP,250,113.04,60.86,173.9
Rx17478020102_00000_100094_000,173.9,PHENYLEPHRINE 25 PERCENT EYE DROPS 2 mL DROP BTL,OP,250,113.04,60.86,173.9
Rx17478020115_00000_100094_000,481.5,PHENYLEPHRINE 25 PERCENT EYE DROPS 15 mL DROP BTL,IP,250,312.98,168.52,481.5
Rx17478020115_00000_100094_000,481.5,PHENYLEPHRINE 25 PERCENT EYE DROPS 15 mL DROP BTL,OP,250,312.98,168.52,481.5
Rx17478020910_00000_100094_000,454.9,KETOROLAC 05 PERCENT EYE DROPS 5 mL DROP BTL,IP,250,295.69,159.21,454.9
Rx17478020910_00000_100094_000,454.9,KETOROLAC 05 PERCENT EYE DROPS 5 mL DROP BTL,OP,250,295.69,159.21,454.9
Rx17478021505_00000_100094_000,249.9,ATROPINE 1 PERCENT EYE DROPS 5 mL DROP BTL,IP,250,162.44,87.47,249.9
Rx17478021505_00000_100094_000,249.9,ATROPINE 1 PERCENT EYE DROPS 5 mL DROP BTL,OP,250,162.44,87.47,249.9
Rx17478023835_00000_100094_000,236.5,BACITRACINPOLYMYXIN B 500 UNIT10000 UNIT/GRAM EYE,IP,250,153.73,82.77,236.5
Rx17478023835_00000_100094_000,236.5,BACITRACINPOLYMYXIN B 500 UNIT10000 UNIT/GRAM EYE,OP,250,153.73,82.77,236.5
Rx17478026312_00000_100094_000,187.9,PROPARACAINE 05 PERCENT EYE DROPS 15 mL DROP BTL,IP,250,122.14,65.77,187.9
Rx17478026312_00000_100094_000,187.9,PROPARACAINE 05 PERCENT EYE DROPS 15 mL DROP BTL,OP,250,122.14,65.77,187.9
Rx17478028810_00000_100094_000,72.8,TIMOLOL MALEATE 05 PERCENT EYE DROPS 5 mL DROP BTL,IP,250,47.32,25.48,72.8
Rx17478028810_00000_100094_000,72.8,TIMOLOL MALEATE 05 PERCENT EYE DROPS 5 mL DROP BTL,OP,250,47.32,25.48,72.8
Rx17478038020_J1230_100094_000,2923.9,METHADONE 10 MG/ML INJECTION SOLUTION 20 mL Vial,IP,636,1900.54,1023.37,2923.9
Rx17478038020_J1230_100094_000,2923.9,METHADONE 10 MG/ML INJECTION SOLUTION 20 mL Vial,OP,636,1900.54,16.55,2923.9
Rx17478040401_00000_100094_000,5.4,FLUORESCEIN 1 MG EYE STRIPS 100 each Box,IP,250,3.51,1.89,5.4
Rx17478040401_00000_100094_000,5.4,FLUORESCEIN 1 MG EYE STRIPS 100 each Box,OP,250,3.51,1.89,5.4
Rx17478041940_J1205_100094_000,868.3,CHLOROTHIAZIDE SODIUM 500 MG INTRAVENOUS SOLUTION,IP,636,564.4,303.9,868.3
Rx17478041940_J1205_100094_000,868.3,CHLOROTHIAZIDE SODIUM 500 MG INTRAVENOUS SOLUTION,OP,636,564.4,48.92,868.3
Rx17478042020_00000_100094_000,217.6,LABETALOL 5 MG/ML INTRAVENOUS SOLUTION WRAPPER 20,IP,636,141.44,76.16,217.6
Rx17478042020_00000_100094_000,217.6,LABETALOL 5 MG/ML INTRAVENOUS SOLUTION WRAPPER 20,OP,636,141.44,76.16,217.6
Rx17478044708_00000_100094_000,22688.1,AMINOCAPROIC ACID 250 MG/ML 25 PERCENT ORAL SOLUTI,IP,250,14747.27,7940.83,22688.1
Rx17478044708_00000_100094_000,22688.1,AMINOCAPROIC ACID 250 MG/ML 25 PERCENT ORAL SOLUTI,OP,250,14747.27,7940.83,22688.1
Rx17478050101_J2210_100094_000,245,METHYLERGONOVINE 02 MG/ML 1 ML INJECTION SOLUTION,IP,636,159.25,85.75,245
Rx17478050101_J2210_100094_000,245,METHYLERGONOVINE 02 MG/ML 1 ML INJECTION SOLUTION,OP,636,159.25,17.6,245
Rx17478054050_J1170_100094_000,887.4,HYDROMORPHONE PF 10 MG/ML INJECTION SOLUTION 50 mL,IP,636,576.81,310.59,887.4
Rx17478054050_J1170_100094_000,887.4,HYDROMORPHONE PF 10 MG/ML INJECTION SOLUTION 50 mL,OP,636,576.81,3.03,887.4
Rx17478054202_J0153_100094_000,51.8,ADENOSINE 3 MG/ML INTRAVENOUS SOLUTION 2 mL Vial,IP,636,33.67,18.13,51.8
Rx17478054202_J0153_100094_000,51.8,ADENOSINE 3 MG/ML INTRAVENOUS SOLUTION 2 mL Vial,OP,636,33.67,0.61,51.8
Rx17478054602_J1626_100094_000,164.2,GRANISETRON HCL 1 MG/ML 1 ML INTRAVENOUS SOLUTION,IP,636,106.73,57.47,164.2
Rx17478054602_J1626_100094_000,164.2,GRANISETRON HCL 1 MG/ML 1 ML INTRAVENOUS SOLUTION,OP,636,106.73,0.44,164.2
Rx17478062235_00000_100094_000,30.9,SODIUM CHLORIDE 5 PERCENT EYE OINTMENT 35 g Tube,IP,250,20.09,10.81,30.9
Rx17478062235_00000_100094_000,30.9,SODIUM CHLORIDE 5 PERCENT EYE OINTMENT 35 g Tube,OP,250,20.09,10.81,30.9
Rx17478070311_00000_100094_000,74.6,POLYMYXIN B SULFATE 10000 UNITTRIMETHOPRIM 1 MG/ML,IP,250,48.49,26.11,74.6
Rx17478070311_00000_100094_000,74.6,POLYMYXIN B SULFATE 10000 UNITTRIMETHOPRIM 1 MG/ML,OP,250,48.49,26.11,74.6
Rx17478070510_00000_100094_000,271.4,BETAXOLOL 05 PERCENT EYE DROPS 5 mL DROP BTL,IP,250,176.41,94.99,271.4
Rx17478070510_00000_100094_000,271.4,BETAXOLOL 05 PERCENT EYE DROPS 5 mL DROP BTL,OP,250,176.41,94.99,271.4
Rx17478071110_00000_100094_000,33.4,LIDOCAINE HCL 2 PERCENT MUCOSAL JELLY 5 mL Tube,IP,250,21.71,11.69,33.4
Rx17478071110_00000_100094_000,33.4,LIDOCAINE HCL 2 PERCENT MUCOSAL JELLY 5 mL Tube,OP,250,21.71,11.69,33.4
Rx17478071131_00000_100094_000,33.4,LIDOCAINE HCL 2 PERCENT MUCOSAL JELLY 5 mL Tube,IP,250,21.71,11.69,33.4
Rx17478071131_00000_100094_000,33.4,LIDOCAINE HCL 2 PERCENT MUCOSAL JELLY 5 mL Tube,OP,250,21.71,11.69,33.4
Rx17478071710_00000_100094_000,19.7,KETOTIFEN 0025 PERCENT 0035 PERCENT EYE DROPS 5 mL,IP,250,12.81,6.89,19.7
Rx17478071710_00000_100094_000,19.7,KETOTIFEN 0025 PERCENT 0035 PERCENT EYE DROPS 5 mL,OP,250,12.81,6.89,19.7
Rx17478076106_Q0167_100094_000,41.3,DRONABINOL 25 MG CAPSULE,IP,636,26.85,14.45,41.3
Rx17478076106_Q0167_100094_000,41.3,DRONABINOL 25 MG CAPSULE,OP,636,26.85,1.57,41.3
Rx17478076610_00000_100094_000,29.5,PROGESTERONE MICRONIZED 100 MG CAPSULE,IP,250,19.18,10.32,29.5
Rx17478076610_00000_100094_000,29.5,PROGESTERONE MICRONIZED 100 MG CAPSULE,OP,250,19.18,10.32,29.5
Rx17478076830_00000_100094_000,165,AMINOCAPROIC ACID 500 MG TABLET,IP,250,107.25,57.75,165
Rx17478076830_00000_100094_000,165,AMINOCAPROIC ACID 500 MG TABLET,OP,250,107.25,57.75,165
Rx17478079201_00000_100094_000,125,LIDOCAINE PF 35 PERCENT EYE GEL 1 mL Tube,IP,250,81.25,43.75,125
Rx17478079201_00000_100094_000,125,LIDOCAINE PF 35 PERCENT EYE GEL 1 mL Tube,OP,250,81.25,43.75,125
Rx17478093401_J0360_100094_000,369.4,HYDRALAZINE 20 MG/ML INJECTION SOLUTION 1 mL Vial,IP,636,240.11,129.29,369.4
Rx17478093401_J0360_100094_000,369.4,HYDRALAZINE 20 MG/ML INJECTION SOLUTION 1 mL Vial,OP,636,240.11,3.66,369.4
Rx17478093705_J3490_100094_000,42.8,DILTIAZEM 5 MG/ML INTRAVENOUS SOLUTION 5 mL Vial,IP,636,27.82,14.98,42.8
Rx17478093705_J3490_100094_000,42.8,DILTIAZEM 5 MG/ML INTRAVENOUS SOLUTION 5 mL Vial,OP,636,27.82,14.98,42.8
Rx17478093725_J3490_100094_000,95,DILTIAZEM 5 MG/ML INTRAVENOUS SOLUTION 25 mL Vial,IP,636,61.75,33.25,95
Rx17478093725_J3490_100094_000,95,DILTIAZEM 5 MG/ML INTRAVENOUS SOLUTION 25 mL Vial,OP,636,61.75,33.25,95
Rx17856057602_00000_100094_000,29.5,METOCLOPRAMIDE 5 MG/5 ML ORAL SOLUTION 10 mL Cup,IP,250,19.18,10.32,29.5
Rx17856057602_00000_100094_000,29.5,METOCLOPRAMIDE 5 MG/5 ML ORAL SOLUTION 10 mL Cup,OP,250,19.18,10.32,29.5
Rx17856198502_00000_100094_000,2.3,ACETAMINOPHEN 325 MG/1015 ML ORAL SOLUTION 1015 mL,IP,250,1.5,0.8,2.3
Rx17856198502_00000_100094_000,2.3,ACETAMINOPHEN 325 MG/1015 ML ORAL SOLUTION 1015 mL,OP,250,1.5,0.8,2.3
Rx17856372201_J7512_100094_000,29.5,PREDNISONE 5 MG/5 ML ORAL SOLUTION 5 mL Cup,IP,636,19.18,10.32,29.5
Rx17856372201_J7512_100094_000,29.5,PREDNISONE 5 MG/5 ML ORAL SOLUTION 5 mL Cup,OP,636,19.18,0.02,29.5
Rx18657011701_J3473_100094_000,466.1,HYALURONIDASE HUMAN RECOMBINANT 150 UNIT/ML INJECT,IP,636,302.97,163.13,466.1
Rx18657011701_J3473_100094_000,466.1,HYALURONIDASE HUMAN RECOMBINANT 150 UNIT/ML INJECT,OP,636,302.97,0.35,466.1
Rx18657011704_J3473_100094_000,466.1,HYALURONIDASE HUMAN RECOMBINANT 150 UNIT/ML INJECT,IP,636,302.97,163.13,466.1
Rx18657011704_J3473_100094_000,466.1,HYALURONIDASE HUMAN RECOMBINANT 150 UNIT/ML INJECT,OP,636,302.97,0.35,466.1
Rx20555000100_00000_100094_000,0.6,ASCORBIC ACID VITAMIN C 250 MG TABLET,IP,250,0.39,0.21,0.6
Rx20555000100_00000_100094_000,0.6,ASCORBIC ACID VITAMIN C 250 MG TABLET,OP,250,0.39,0.21,0.6
Rx20555000300_00000_100094_000,0.6,CALCIUM CARBONATE 500 MG CALCIUM 1250 MG TABLET,IP,250,0.39,0.21,0.6
Rx20555000300_00000_100094_000,0.6,CALCIUM CARBONATE 500 MG CALCIUM 1250 MG TABLET,OP,250,0.39,0.21,0.6
Rx20555002101_00000_100094_000,0.6,FERROUS SULFATE 325 MG 65 MG IRON TABLET,IP,250,0.39,0.21,0.6
Rx20555002101_00000_100094_000,0.6,FERROUS SULFATE 325 MG 65 MG IRON TABLET,OP,250,0.39,0.21,0.6
Rx20555002200_00000_100094_000,0.6,THERAPEUTIC MULTIVITAMIN TABLET,IP,250,0.39,0.21,0.6
Rx20555002200_00000_100094_000,0.6,THERAPEUTIC MULTIVITAMIN TABLET,OP,250,0.39,0.21,0.6
Rx20555003300_00000_100094_000,0.6,CHOLECALCIFEROL VITAMIN D3 25 MCG 1000 UNIT TABLET,IP,250,0.39,0.21,0.6
Rx20555003300_00000_100094_000,0.6,CHOLECALCIFEROL VITAMIN D3 25 MCG 1000 UNIT TABLET,OP,250,0.39,0.21,0.6
Rx20555003600_00000_100094_000,0.6,MELATONIN 3 MG TABLET,IP,250,0.39,0.21,0.6
Rx20555003600_00000_100094_000,0.6,MELATONIN 3 MG TABLET,OP,250,0.39,0.21,0.6
Rx20555003601_00000_100094_000,0.6,MELATONIN 3 MG TABLET,IP,250,0.39,0.21,0.6
Rx20555003601_00000_100094_000,0.6,MELATONIN 3 MG TABLET,OP,250,0.39,0.21,0.6
Rx21695067530_00000_100094_000,29.5,WARFARIN 3 MG TABLET,IP,250,19.18,10.32,29.5
Rx21695067530_00000_100094_000,29.5,WARFARIN 3 MG TABLET,OP,250,19.18,10.32,29.5
Rx21695080130_00000_100094_000,29.5,WARFARIN 10 MG TABLET,IP,250,19.18,10.32,29.5
Rx21695080130_00000_100094_000,29.5,WARFARIN 10 MG TABLET,OP,250,19.18,10.32,29.5
Rx23155001101_00000_100094_000,29.5,INDOMETHACIN 50 MG CAPSULE,IP,250,19.18,10.32,29.5
Rx23155001101_00000_100094_000,29.5,INDOMETHACIN 50 MG CAPSULE,OP,250,19.18,10.32,29.5
Rx23155002601_00000_100094_000,29.5,VERAPAMIL 80 MG TABLET,IP,250,19.18,10.32,29.5
Rx23155002601_00000_100094_000,29.5,VERAPAMIL 80 MG TABLET,OP,250,19.18,10.32,29.5
Rx23155004403_00000_100094_000,123.2,LEFLUNOMIDE 20 MG TABLET,IP,250,80.08,43.12,123.2
Rx23155004403_00000_100094_000,123.2,LEFLUNOMIDE 20 MG TABLET,OP,250,80.08,43.12,123.2
Rx23155005701_00000_100094_000,29.5,GLYBURIDE 25 MG TABLET,IP,250,19.18,10.32,29.5
Rx23155005701_00000_100094_000,29.5,GLYBURIDE 25 MG TABLET,OP,250,19.18,10.32,29.5
Rx23155005901_00000_100094_000,29.5,VERAPAMIL 40 MG TABLET,IP,250,19.18,10.32,29.5
Rx23155005901_00000_100094_000,29.5,VERAPAMIL 40 MG TABLET,OP,250,19.18,10.32,29.5
Rx23155007001_00000_100094_000,29.5,METHIMAZOLE 5 MG TABLET,IP,250,19.18,10.32,29.5
Rx23155007001_00000_100094_000,29.5,METHIMAZOLE 5 MG TABLET,OP,250,19.18,10.32,29.5
Rx23155010301_00000_100094_000,29.5,METFORMIN 850 MG TABLET,IP,250,19.18,10.32,29.5
Rx23155010301_00000_100094_000,29.5,METFORMIN 850 MG TABLET,OP,250,19.18,10.32,29.5
Rx23155010811_00000_100094_000,138.1,NIMODIPINE 30 MG CAPSULE,IP,250,89.77,48.33,138.1
Rx23155010811_00000_100094_000,138.1,NIMODIPINE 30 MG CAPSULE,OP,250,89.77,48.33,138.1
Rx23155010830_00000_100094_000,138.1,NIMODIPINE 30 MG CAPSULE,IP,250,89.77,48.33,138.1
Rx23155010830_00000_100094_000,138.1,NIMODIPINE 30 MG CAPSULE,OP,250,89.77,48.33,138.1
Rx23155012001_00000_100094_000,32.3,ACETAZOLAMIDE ER 500 MG CAPSULEEXTENDED RELEASE,IP,250,21,11.3,32.3
Rx23155012001_00000_100094_000,32.3,ACETAZOLAMIDE ER 500 MG CAPSULEEXTENDED RELEASE,OP,250,21,11.3,32.3
Rx23155017801_00000_100094_000,29.5,ISOSORBIDE MONONITRATE ER 60 MG TABLETEXTENDED REL,IP,250,19.18,10.32,29.5
Rx23155017801_00000_100094_000,29.5,ISOSORBIDE MONONITRATE ER 60 MG TABLETEXTENDED REL,OP,250,19.18,10.32,29.5
Rx23155018631_J3489_100094_000,1962.8,ZOLEDRONIC ACID 5 MG/100 ML IN MANNITOL 5 PERCENTW,IP,636,1275.82,686.98,1962.8
Rx23155018631_J3489_100094_000,1962.8,ZOLEDRONIC ACID 5 MG/100 ML IN MANNITOL 5 PERCENTW,OP,636,1275.82,7.06,1962.8
Rx23155019101_00000_100094_000,29.5,BUPROPION HCL 75 MG TABLET,IP,250,19.18,10.32,29.5
Rx23155019101_00000_100094_000,29.5,BUPROPION HCL 75 MG TABLET,OP,250,19.18,10.32,29.5
Rx23155019201_00000_100094_000,29.5,BUPROPION HCL 100 MG TABLET,IP,250,19.18,10.32,29.5
Rx23155019201_00000_100094_000,29.5,BUPROPION HCL 100 MG TABLET,OP,250,19.18,10.32,29.5
Rx23155019501_00000_100094_000,29.5,NIFEDIPINE 20 MG CAPSULE,IP,250,19.18,10.32,29.5
Rx23155019501_00000_100094_000,29.5,NIFEDIPINE 20 MG CAPSULE,OP,250,19.18,10.32,29.5
Rx23155021631_J0740_100094_000,6180.5,CIDOFOVIR 75 MG/ML INTRAVENOUS SOLUTION 5 mL Vial,IP,636,4017.33,2163.17,6180.5
Rx23155021631_J0740_100094_000,6180.5,CIDOFOVIR 75 MG/ML INTRAVENOUS SOLUTION 5 mL Vial,OP,636,4017.33,617.86,6180.5
Rx23155024031_J2765_100094_000,42.8,METOCLOPRAMIDE 5 MG/ML INJECTION SOLUTION WRAPPER,IP,636,27.82,14.98,42.8
Rx23155024031_J2765_100094_000,42.8,METOCLOPRAMIDE 5 MG/ML INJECTION SOLUTION WRAPPER,OP,636,27.82,1.17,42.8
Rx23155024041_J2765_100094_000,42.8,METOCLOPRAMIDE 5 MG/ML INJECTION SOLUTION WRAPPER,IP,636,27.82,14.98,42.8
Rx23155024041_J2765_100094_000,42.8,METOCLOPRAMIDE 5 MG/ML INJECTION SOLUTION WRAPPER,OP,636,27.82,1.17,42.8
Rx23155024801_00000_100094_000,29.5,VENLAFAXINE 50 MG TABLET,IP,250,19.18,10.32,29.5
Rx23155024801_00000_100094_000,29.5,VENLAFAXINE 50 MG TABLET,OP,250,19.18,10.32,29.5
Rx23155026141_J9050_100094_000,10159.3,CARMUSTINE 100 MG INTRAVENOUS SOLUTION 1 each Vial,IP,636,6603.55,3555.75,10159.3
Rx23155026141_J9050_100094_000,10159.3,CARMUSTINE 100 MG INTRAVENOUS SOLUTION 1 each Vial,OP,636,6603.55,281.07,10159.3
Rx23155028701_00000_100094_000,29.5,ACETAZOLAMIDE 125 MG TABLET,IP,250,19.18,10.32,29.5
Rx23155028701_00000_100094_000,29.5,ACETAZOLAMIDE 125 MG TABLET,OP,250,19.18,10.32,29.5
Rx23155028801_00000_100094_000,29.5,ACETAZOLAMIDE 250 MG TABLET,IP,250,19.18,10.32,29.5
Rx23155028801_00000_100094_000,29.5,ACETAZOLAMIDE 250 MG TABLET,OP,250,19.18,10.32,29.5
Rx23155029031_J0278_100094_000,102.4,AMIKACIN 500 MG/2 ML INJECTION SOLUTION 2 mL Vial,IP,636,66.56,35.84,102.4
Rx23155029031_J0278_100094_000,102.4,AMIKACIN 500 MG/2 ML INJECTION SOLUTION 2 mL Vial,OP,636,66.56,1.24,102.4
Rx23155029032_J0278_100094_000,204.7,AMIKACIN 1000 MG/4 ML INJECTION SOLUTION 4 mL Vial,IP,636,133.06,71.64,204.7
